body,time,hash,location,title
"Younger guy looking for safe release from this quarantine what's give will be returned. No males. Willing to travel",2020-04-21,3e1ec45fa2af86928d9725433c6de6d8,newyork,"Lynbrook,valleystream or Rockville centre area? - missed connections"
"With all this shit going on I am missing the strip clubs. Is there any girls that want to dance for me must be in the north hills.",2020-04-21,5d2b962c751bf2d325fc63a81be74633,pittsburgh,"Where are all the dancers - missed connections"
"Looking for someone new who might be interested in selling some worn clothing items. Intimate items preferred.  serious buyer looking for a serious seller.",2020-04-21,b7974d499672c5e6fca3ec0ec7a74e7f,pittsburgh,"Looking for women selling clothing items - missed connections"
"I saw your add posted a few days ago. I wanted to respond but hesitated. I am in a similar situation and would need ultimate discreetness. If you happen read this I would love to hear from you. not looking for anything to change on the attached front on my end either. maybe we can connect and explore.",2020-04-21,e14ab0d4ac8dc85261f3f3b8f0e5e0e4,raleigh,"An attached Woman that was looking for discreet fun - missed..."
"48 top  bi guy here.  rough gl & ddf. clean.would be nice to find a smaller height feminine sub sweetie right nowhmu if interested. email for sue perman ;)",2020-04-21,e234c099b33c194bb8174e81ab61c43e,pittsburgh,"missing sweet m2m encounter fwb - missed connections"
"I posted a missed connection. You responded hoping it was for you. It wasn’t... but we started chatting. We hit it off... and you disappeared. I tried one more time to message you but didn’t hear back. It really sucked at the time because you were right, it was so nice to have someone to talk to about things I couldn’t tell anyone else. And I hated losing that. I can only imagine you are working from home now, not going to the gym, and missing your crush like hell. This would have been the perfect time to keep each other occupied emailing back and forth.  It doesn’t matter why. You don’t own me anything. It was just fun talking to you. I only wrote the original mc after some wine. Same goes with this. Not really expecting anything but to get this off of my chest. And you know who you are. Anyone responding asking me a million damn questions, if you aren’t sure, just assume this is not for you. I will not respond. And no I’m not trying to talk to someone new, we see how that worked out last time.  I mean that somewhat playfully and realize it may come across harsh. It’s not. Just a little stir crazy... like everyone else...",2020-04-21,a0bc9c16a37c44c0c51e6d8487c25f85,raleigh,"You ghosted me W4M - missed connections"
"I turned over to get more sun on my stomach and saw you staring at me. School may be done for the semester, but I'm still at my place in town. Maybe you can make my senior year better than my junior year was?",2020-04-22,e791be0f53e3f6db7b2d31179bc6094f,raleigh,"Laying out in CH - missed connections"
"hello,male punk seeking female punk inot most types of punk music(U.K. PUNK,AMERICAN,ETC)ALSO into comedy,movies,drinking,relaxation...bands likes are clash,siouxsie,jam,specials,etc",2020-04-22,502fd69e1940dad18d06e2c3c0ab0755,newyork,"male punk looking for female punk rocker - missed connections"
"Been looking for a serious one ( a female ) to be my young S. B ,I am 47 w man , clean , very layback , discrete and generous, 5’9” , fit and good looking .please be serious, young and drugs free .",2020-04-22,40d281df0b50c31a09b9a6a036ad81ca,raleigh,"Where I can find my S B !!! - missed connections"
"Female looking to have a good time with a female only Pls email pics & I’ll respond with my number Looking to make this happen ASAP",2020-04-22,bf853dc316f55f2cb2422ad2a851724d,newyork,"Looking for female for first time - missed connections"
"Birthday coming up looking for adventures men for a great time",2020-04-22,330985fb15c84eb2f2a570e882b30c27,newyork,"== Birthday fun == - missed connections"
"Male looking for female bbw, sbbw for belly worship. for more details get back to me el rapido",2020-04-22,b93f369c2f8236d0f9f30d81dcbd84a8,newyork,"sєєkíng ввw - missed connections"
"I am looking for a female date.I am a short chubby business man. send pic",2020-04-22,08c74ecaf4ae1ef9518de86bce2499b8,raleigh,"Female Date - missed connections"
"Have the house to myself till Thursday of this week will come to your house if need be, women only all age ,colors, and sizes. just reach out, I have the tool for the job :)",2020-04-22,7f8269e54a2a2e24cd2c5474822dc7d7,raleigh,"Young Man for any lonely woman - missed connections"
"keep in mind oneself warned, many the fact that is going to be left here really are the particular pigs seeking to be able to pick up gentlemen seeking pertaining to making love, and additionally scammers posing like chicks, making it mandatory someone become verified.right away a little excellent info. I can vouch for that view of which truly provides genuine each day young females who mainly wish in order to bang. this particular web site brand called  discreetfun_D0T_net,add that name in to your web browser, or maybe run a searching for [discreet-fun_D0T_net] any time you usually are serious about obtaining set, the your own best bet!",2020-04-22,4cfbfb076c9815679a1988a31ec7e906,newyork,"Anyone want to hook up tonight.....new jersey - missed connections"
"Local businessman is seeking to help out any women who have financial hardships right now.  There are a variety of odd jobs you can assist with.",2020-04-22,df8ffb95ef8e8a80ef7b8ee5859d0832,pittsburgh,"Women Seeking Financial Assistance - missed connections"
"SEXY SWM AGE 40, 5'8-5'9 IN HEIGHT, GREAT BODY AND PACKAGE. BLUE EYES BROWN HAIR SINGLE PROFESSIONAL MALE WHO OWNS HIS OWN HOME AND CAN ALWAYS HOSTSEEKING  SEXY OLDER FEMALE FOR HOT FUN BOTH IN AND OUT OF THE BEDROOM AND ONGOING PREFERRABLY.  MY PICS AVAILABLE UPON REQUEST ONCE YOU EMAIL ME AS I DO NOT POST PICS DUE TO MY CAREER",2020-04-22,d50d3f2ad553b6beafd835261fb0cb00,newyork,"SEXY SWM SEEKS OLDER WOMEN FOR ONGOING HOT FUN - missed connections"
"Wow there’s nothing like seeing a working man get out of his truck In jeans and boots.  Stirred me up good especially those who have not  shaved for awhile.   If you are interested let’s see what happens man4man action.  Send stats in first email",2020-04-22,5efbf0fa6482d8b87c73000cffaddd31,pittsburgh,"Working men - missed connections"
"Sexually, I mean... sk8r bottom x jock top. Just turned 31, 5’10 smooth & masc. Ideally looking for close to my age range , taller & bigger than me. I only play safe ; DDF here & hope you are, as well. peace",2020-04-23,f4435995e4410231ad3686ad89de1afa,newyork,"Looking for a partner in crime, in bed ;) - missed connections"
"Hey guys I was hoping to hook up with my buddy again I hoping he see's this post and remember's me. Just want to have some fun with him again, if you know him or if you want to hang email me. I am a down to earth guy looking for a buddy who wants to have some fun.",2020-04-23,8f7007b43f5527cc36d4e891268cb0e2,newyork,"Looking to Hang Out - missed connections"
"Here's my story.I am a guy and have been in a virtual, online, relationship, with a woman. She ended it yesterday.I'm having a difficult time with the fact that it's over.She was very nice, explained why, but I needed to discuss more.... she has stopped interacting.There's a catch, we're both married.I am looking for a woman to correspond with... to talk this through so to speak. I feel as though I have a pit inside.... and my heart feels hollow.I realize many here will be angry that we are married. Please just move on.I really would like a nice woman to discuss my feelings of loss with.She is 40. I am older than her.Maybe you have been where I am, or maybe you are just a compassionate person.",2020-04-23,48f5e279fe9d89c0b4e110c3883a9c0c,newyork,"Love Lost - missed connections"
"You know there is a park overlooking a pond next to the shopping center at Tryon Village in Cary  There’s a car park there. I see you there some afternoons having a smoke, usually around 330. I think you’re a good looking guy. I wonder if we can meet there one afternoon soon. Maybe chat a bit, take a walk? I hope so. I’m younger than you...Will you be there today? I may swing by.",2020-04-23,bba8ee24088392a8555c3d8ba5aabc4b,raleigh,"That park at Tryon village in Cary - missed connections"
"Looqing for parters to play ehnthusiastics (dp) bonus pointsCall or text9two9 3eight6 9O7two__All You Need for Duck Hunting $900.00Most everything is represented in the pictures but there is a lot of small stuff not in the pictures or in the list below. Most used, some not used much, some new. All together, about 3 pickup loads. $900 for all.Aqua Pod: 10 ft, electric troll motor, layout flip seat, camo cover.Haul Cart with side racks.Blind: for boat or ground; with fast grass rolls, various camo backing, panels, adjustable wood frame, ground stakes.Pop-up Ground Blind: for boat, trees or brush.Camo Paint: various colors, with small air brush that uses compressed air cans.Camo clothing: two big boxes, XL size, including white camo.Big-Game Hanger: I used for working up my geese, one on each hook.Camo Boat Motor Cover.Duck Decoys: Several dozen of mallards, wigeons, teals, wood ducks. Some are magnums. Most are floaters, some ground.Goose Decoys: Few dozen. Mix of floaters and a few field.With all of the stuff I have for sale, I had created different set-ups for each of the areas I hunted: Western and Eastern Columbia River; Sauvie Island Westside and North units; private ponds; Toppenish Refuge; Pot Holes; Irrigon ponds; Boat Rock; McNary; 6 Mile Canyon; 3 Mile Canyon; Boardman, and a few fields across Oregon and Washington.",2020-04-23,b97b2d018497f4fb113c803c6ad2265a,newyork,"Mixed mareid woman g♥h buds♥ - missed connections"
"looking to gib=ve discreet o.ral..must be clean,in good shape..i  travel(car,office,atp,stairs,hotel)..pics mustNO #..CAR+++",2020-04-23,b6e745b20fac412179ead5b0170ff53a,newyork,"i know how to o.r.aly pleas ,,,,w for m - missed connections"
"It's going to be a glorious day in Pittsburgh. Are there any spontaneous ladies that want to get out and take a walk in Frick.Take the trails and get lost.Wait until you can't hear anything except the birds chirping and relax a bit from this turmoil we call life.I am clean, energetic, respectful, and love to pleasure a lady. I know you're saying I wanna do this. Well do it. Hope to hear from you.",2020-04-23,0fe8ba6b4b5c652ae0170502921cfe39,pittsburgh,"Looking for a female walking partner - missed connections"
"You were going to come in to interview for the admin asst position but then we lost connection. I still need to fill this position so please let me know so we can get together.",2020-04-23,2ade8dcdb628dbe4887c58249587d980,pittsburgh,"You wanted to interview - missed connections"
"I used to frequent there quite often and recall a nice older, smoother type male I would chat with and watch movies. Anyone recall or a similar person to talk to about stories. I am the same.",2020-04-23,96e4609eba0bade699bfb398c155ec91,pittsburgh,"Garden stories - missed connections"
"BLK YNG GUY HERE LOOKING FOR WHITE OR LATINO BTTM   INBOX  STATS N PIC FIRST REPLY IF SERIOUS N  YOU INTERESTED",2020-04-23,05e1525d380481a872dbeb5ce287d52b,newyork,"ANY BTTM - missed connections"
"Need women between aged 18 and 40 for adult videos. Reply if interested.",2020-04-23,27ac2004cd79ab512d8e34c430a6604c,raleigh,"Adult Video, Women needed - missed connections"
"Looking to clean the pipes of older men 50 +. No strings attached no reciprocation. I host. No game players just older dudes that need a little relief.",2020-04-23,3ea4fb3f4b65c93649ebba0d498f8212,pittsburgh,"Looking for older pipes to clean - missed connections"
"Black bottom gent looking to host a BBD top. LMK",2020-04-24,b9dc674951b168caebe594ff3fef0aec,newyork,"Simple To understand. - missed connections"
"Wednesday we were both in the store. We know each other because of our kids. I am married and she has no idea, we both have a lot in common and hopefully you will see this. Heres a hint of our talk yesterday...I will be 51 in May and you are hoping you don't have asthma. I hope you see this, we can have so much fun together.....D",2020-04-24,8c23da14a04a59649054ae881715dcc5,raleigh,"Roxboro Food Lion - missed connections"
"I'm outgoing always up for new things.. I can get along with mostly anyone. Shoots me a txt fiveone2seven8fourzerosevennine seven  Ill be leaving you now Sir",2020-04-24,d0146e0f8fc6ce4fbf7c098e4cc4b455,pittsburgh,"Each and every-Female - missed connections"
"I'm curvy and wants  lot of fun. I have pics to prove it's me!",2020-04-24,7506ae9500dad11d9d020a6f9fc00b8f,pittsburgh,"Play together now - missed connections"
"Hiii im looking for a sugar daddy that just wants attention and nudes the very least. I do not want to have sex at all. mostly someone who just wants attention. If this is something that works for you please email me. I am NOT looking for sex. Also, please do not ask me to send paypal or google play or any kind of giftcards so you can send me money. Do not ask for my bank account password. I know those are scams. Serious inquiries only.",2020-04-24,f9be55b3900c79f6f4d70cd797a1996b,newyork,"looking for a sugar daddy - missed connections"
"We exchanged smiles in passing but since we must social distance...Well I suppose some fun flirty on-line conversation with a positive, upbeat and interesting girl would be nice to pass these crazy times.What's you thoughts of how life will differ after these crazy times pass?",2020-04-24,c3a228851145f115806e52c051082858,raleigh,"Darn Social Distancing, Kept Me From Speaking to Her Along Greenway..."
"Anyone want to morning hook up ?41+ yrs Lonely housewife 5 foot three 135 pounds husband away for few days.I can host would prefer to meet somewhere else but let me know.Will give contact number with response....",2020-04-24,5f43eb40270020e022ca6e81030163f8,raleigh,"41+. . .Lonely housewife..!!!! - missed connections"
"Just looking for a good woman to get to know. NO MEN or TRANS",2020-04-24,974d07a25cb23ce01265b76de21e8d09,raleigh,"Tall fit AA law enforcement - missed connections"
"I am a male looking for a female to spend time with. Maybe a walk in the park for now then who knows. Please be between 23 and 40 and include a picture I'm 31",2020-04-24,32de41a37db4bc402de4e2b1f5b5484c,pittsburgh,"A friend maybe more m4f - missed connections"
"Hey there  Ecuadorian here 23m- j- n- k- v - n- n- cLooking for friends or fun hopefully both... hmu on snap / kik",2020-04-24,8267b6b2c435476f7cb4e2328604224c,newyork,"bttm guy here - missed connections"
"i gave you a cigarette at 7 this morningwhile i was on my way to check outwish i had more than thatthought you were very pretty",2020-04-24,02645b3dbdeb8f375f486e533eecdf57,raleigh,"durham motel - missed connections"
"Let’s have a talk about whatever. Things are a little crazy right now so it might be cool. No drama. No fake ass bs. Im a Guy looking for All women. Not looking to turn into a zombie anytime soon from boredom so let’s talk.",2020-04-24,5a647ca1fa0872df0db43e75ca20916b,newyork,"Lady needed for late night conversation - missed connections"
"Hi, I’m a 40yo white guy who is seeking that beautiful lady who likes 2 B 8. It’s my favorite and I can come to you",2020-04-24,fe8b4b79b5b1af4a56a0578752d9aa3a,raleigh,"I’m seeking that Big Beautiful lady I saw in line - missed connections"
"Just a dude crusing around the city and maintaining my distance. I'd love to break the rules, swing by your place and do anything you want. What is it that you're missing right now?",2020-04-25,fc7368bb33479e233fdd18eb91ae8c54,pittsburgh,"Riding My Bike Around the City - missed connections"
"20s, fit WM looking for a woman to teach me. New and trying to learn.",2020-04-25,5074131c55fc11bfc5331e89cb632bf8,raleigh,"Looking for my tutor - missed connections"
"I'm a male 48. You are around 70 maybe older. We would meet up at local lakes. You liked fishing on the bottom. I liked the way you handled my rod. Hoping you see this. Its fishing weather again.",2020-04-25,e6071c1b6356ec8900aedabdf800672c,pittsburgh,"Looking for John my older fishing buddy - missed connections"
"I loved your profile, but I don't think you're active on the site anymore. Drop me a line, I think I may be just what you need.",2020-04-26,96a2665d46648612203d477b9bb9380f,raleigh,"SmolderingAsh-Alt - missed connections"
"Looking for a younger female or male for little fun.....Bx near 10468...older hot male here....",2020-04-26,5dce0229045b35188b10f42c285924e9,newyork,"Older and Hot seeks younger Hot - missed connections"
"   A wonderful and heartfelt movie, it would be nice to have a friend in these times.  If you feel the same,  then please write.",2020-04-26,883cbb822a8ff9c7b9c62988638bf2a8,raleigh,"'Seeking a friend for the end of the world' - missed connections"
"You served me at the second window. I shouldve gotten your number. We shared lots of heavy eye contact. What did I order? What did I ask for more of?",2020-04-29,7c0e25dab2465ea963bfeac8f298a725,raleigh,"Latina server at Mcdonalds - missed connections"
"I am an interdisciplinary scholar with a bachelor's in astrophysics from UNC-CH and master's in international science and technology policy from GWU offering proofreading and academic advising services at a fair price in the triangle. Available virtually or in-person (at 6ft+) in Raleigh, Chapel Hill, Durham, and surrounding areas. Credentials* Astrophysics degree from UNC Chapel Hill* MA from George Washington University Space Policy program* 2 NASA internships* 2 NASA Space Grant awards* Received full scholarship to International Space University due to exceptional essay submitted on intersection of humanities and space sector* In high school, received straight As in AP English and 5 on AP exam, received special recognition from AP English teacher* As in almost all humanities/writing-based courses at UNC-CH and GWU* Continued research in wide variety of fields after completing graduate education* Fluent in Russian (native tongue) with 4+ years experience as a professional Russian translator * Working proficiency in French (studied for 6+ years and spent a year abroad in Paris)I am passionate about writing, research, and teaching. I truly enjoy proofreading and advising younger folks on academic and professional matters. Email with a little bit of information on what you need help with and I will do my best to respond with a quote within 24 hours. Happy to send a full resume upon request or to answer any other questions via email. Thanks and have a great day :)",2020-04-25,0a375245fd48c6968b156621d8adda37,raleigh,"Talented Proofreader/Consultant for Essays, Assignments,..."
"Gloves and mask hook up could be fun!Looking for a female college student that might be going stir crazy now that you are back in the house with the parents. Or a mom that is going nuts having the husband work from home, the kids back, etc.Looking for mutual, safe, discreet pleasure.  I am 5'10', 170 lbs, runners build, brown hair, green eyes, white collar professional, can host during the day, non-smoker, no tats, down to earth, and love to please.Change subject to '15228' if you are real, and include age, sex, and anything else you want to share.Stay safe!do NOT contact me with unsolicited services or offers",2020-04-25,ff3f750cc724c37fa51c08e050ae31e9,pittsburgh,"Seeking mom or college student that is going stir crazy in the house..."
"Hi guys My name is Victoria❤️I am online now at 'virginhere'and am hoping some fresh and fun local men come and join me! virgin here   is what me and all my girlfriends use to hollar at guys. Just do a web  search for the sites name and you will find it right at the top.Come on guys lets have some fun together!",2020-04-25,efff5f77e213fd2fcef4e89f2cfce696,newyork,"Let’s make the best of the night - missed connections"
"I am looking for friends to hang around with and do all kinds of activities..........looking for dating type friendships,good looking girl is waiting for you🅚 🅘 🅚 🅜 🅔	Amanda9843",2020-04-25,e58dda05873d41b9379da04f320827ca,raleigh,"Looking for activity friends - missed connections"
"Hello, if you're female and in search of something new to see you through this difficult period, please contact me.  Let's distract one another with interesting, revelatory conversation and more.  I look forward to hearing from you.",2020-04-25,687ee2eb91eddd6fa4ac81f747e38c21,newyork,"Seeking a Friend for the End of the World - missed connections"
"A black gentleman in the garden section of Lowes today April 22 around 11:00. We crossed paths several  times and made eye contact. Would like to meet you for coffee, etc.  Very interested.",2020-04-25,451952b1f7b4c12f81d3e301453dfa16,raleigh,"Lowes on 15-501 - missed connections"
"Older white guy 57 craves touch of bossy demanding dominant lady",2020-04-25,09e6b05e0024e97da05d039a75c8cc54,raleigh,"older male submissive - missed connections"
"Willing to chat and maybe share some photos I am F,college student be safe",2020-04-25,2796454ca706d858db793279bd651e8d,newyork,"COVID bored - missed connections"
"Hoping a W would like to watch my 1-hand service. Great results, nice b0dy, though sometimes messy finale. No MEN!",2020-04-25,e3033d7b709107b42598ddfc36b37cc2,newyork,"Watch Me and My Hand Pump Technique - Women only - missed connections"
"You were walking your dog and looked back. Your outfit was the same colors as your dog. You are a cutie.",2020-04-26,c7ac020ee4fd7c771c251306b15aa3d3,raleigh,"This morning - missed connections"
"Single white male in Raleigh looking for some occasional female attention. No roses...just adult fun minus all the drama. I'll cook for us...if that makes the evening more fun! Nice boobs go the front of the line.",2020-04-26,a132e1a5d04d38bfb56697d383c7acfc,raleigh,"M4W - Single Fun! - missed connections"
"I’m male looking for female for regular P2pbj Four1twothreenine8five0foursix",2020-04-26,f65417067fffb9686898b5ebe947b812,pittsburgh,"Secret friend - missed connections"
"Hi there, 33 year old male 6ft2 brn eyes and hair with facial hair. Looking to see if ladies would like to have some adult fun... I want to tease, please, touch, lick, massage and play all night. Have an empty house so can host and have a few different party favors to add to the mix. Anyone interested? Name and pic and I'll send one or two in return. Looking asap",2020-04-26,9edddee06b9d26d6e4e43920338ffbf8,raleigh,"Play time - missed connections"
"The usual: husband works long hours and is too tired for fun when he gets home. Do you want to have fun with me? Can be platonic- movies or netflix. Just want to relieve some boredom.",2020-04-26,19cb0b7dd9b9400e6aaf0d1bdcaf2b8e,newyork,"Typical Bored Housewife - missed connections"
"I'm a 35 years older divorced woman, I look very relaxed and sexy, I love to have fun. Totally free.I just want a little love",2020-04-26,2d2800a01a4612a5998a4faaef9cfe1e,pittsburgh,"35 Years Older Divorced Woman - missed connections"
"Looking for a sane sexy female. Let’s talk.",2020-04-26,5ee3080af3270abe15f63cb7f659c15a,pittsburgh,"Mwm for a sugar baby - missed connections"
"Mature older smooth male looking for the same type male that had coffee with me near McKnight store just before they had to temporality close. Maybe meet up again when they reopen. Smooth and nonsmoker only.",2020-04-26,06c48103aa31b693f1083b074e6390f4,pittsburgh,"Coffee date - missed connections"
"Cool working with you dude!  Just wanted to let you know if you ever need a buddy to hang out with I am here for you!",2020-04-26,17a1675d9a67d320adafe3a74fe6151c,raleigh,"Enjoy working with you - missed connections"
"Let me know your rate.",2020-05-06,fa3d123d1724e5e1dd80292ea0c6e8b3,pittsburgh,"M4f I'm in need of a massage - missed connections"
"I’m a handsome, fit white guy in his 30s who is looking for a friend with benefits. I’m 6’, well built, lots of tattoos. I can host. 420 friendly. Age unimportant. Please put today’s date in the subject of your response so I know you’re real. Just looking for some fun and see where it goes from there.",2020-04-26,39fb28d6f0b2caa05e46f79ce9988b28,newyork,"White guy for black woman - missed connections"
"Hey man. Saw you at Walgreens yesterday in Cary at Tryon Village. You’re definitely hot...and I’m definitely interested in breaking all social distancing rules to have an opportunity to meet up with you. We are both men. Hope I hear from you.",2020-04-27,3645dd321394b76a88273e23148d3b97,raleigh,"Handsome man - missed connections"
"Sexy baby where did you go? Your tits were so huge and you loved all the attention I would give you for hours on end. I only hope you find this message and let me know where you are these days ;)",2020-04-27,7faafe1cd36657d1ffc020f899737c26,pittsburgh,"Missing my huge tits friend! - missed connections"
"I need a guy who can host. I'm looking to come over so I can suck and swallow you. I'm a white male, 6' 195 lbs, ddf. Please reply with a face pic if you're interested.",2020-04-27,28dd5c6c1c49c84aa1b42679b600bd86,raleigh,"Need another guy to host - missed connections"
"Attention Ladies 18-80(Sorry Betty White),     Are you an extrovert, introvert or any vert inbetween who has had enough of the inability to flirt in public because the facemask you're wearing doesn't convey the essence of playfulness intended? Chances are that we can strike up an E-lationship to chip away at the wall off Corona containment. Go ahead and make a move. It's got to be better than boredom.",2020-04-27,938f958079e9e0b586dd7b1c209b4e17,raleigh,"Chairman of the Bored M4W - missed connections"
"I am a young athletic BBC at home for a little while walking around with no cloths on. Would like a femaleFriend to come by and watch me release.",2020-04-27,eca7aea5e4108cac3a72adf7e085d49c,raleigh,"Alone blk - missed connections"
"You're tall, handsome, quiet. You walk like the world is yours to roam.  It's been a while since I've run into you. I'd like to hear your laugh again.",2020-04-27,000324cf02cff1156d6a9fb6379c7ec0,raleigh,"Beautiful man - missed connections"
"As many asyou can and leave ready to milkmen in the sack prtty bored momm alone",2020-04-27,a59fe89d8ef89c05f8c50c5763af7a31,newyork,"Armeniasian 4 breeders only - missed connections"
"Looking for hwp hung guys between 20 and 40 in the Pittsburgh area preferably Southside, Oakland or near downtown who need serviced. No reciprocation wanted. You must host but it is well worth it. Take a moment to ease some of your tension. 😛",2020-04-27,732bb479434ea352e0cc843e255e6b2f,pittsburgh,"M 2 M fun - missed connections"
"Husband away and I wanna play today. Must be discreet and ddf...I am really young hot looking sexy woman.......If you wanna hook up then hit me up. This is the address I received____ forfun4654 At g_mal be real.",2020-04-27,a9d464f2280a92fea11d7e2f1d5aaf1c,newyork,"Husband away _______ wanna play - missed connections"
"we spent an afternoon together at your place a few months ago. i thought we would do it again but i can’t find you. i’m a 54 yo attractive white guy and you are a beautiful 30-40 yo ebony goddess. i hope you see this. we chatted on kik before. but not getting through now.",2020-04-27,4f7e7920f92850270a881ca70bf645e4,newyork,"can’t reach you - missed connections"
"A few days ago an older guy was interested in meeting up with me, but some how we lost contact... if you are the guy and you see this, or if some other older guy and would be interested in meeting up reply back for more info",2020-04-27,7339e0fe7b6e26733c7b7a3eb0af5ee2,raleigh,"Trying to reconnect .... - missed connections"
"Been a few years., we talked on the mega -phone line, then met at McDonald's ,then got a room at days inn.Wouldn't mind hooking up again sometime. . Been thinking bout it lately",2020-04-27,b3a6f2063881b91f022cdb4ecfe527d2,pittsburgh,"Days Inn - missed connections"
"Looking for a girl with nice buttRespond with pictuurees Race doesnt matter as long as your sweetGood times for both",2020-04-27,cbae31ed4a37cf5ccd2bb89038ded69d,newyork,"Looking for big boo ti princess - missed connections"
"where to look since craigslist casual encounters is gone.  sub male looking for real man for real fun",2020-04-28,6aaa5c3b07bc588e8f5caa0816094cc7,pittsburgh,"advice - missed connections"
"Hi, I am looking for a man to cuddle with tonight if your intrested age does not matter, sex doesnt matter.🅚 🅘 🅚 🅜 🅔	Betty5783",2020-04-28,a1f9a58900500b8afd8825c2016d86b9,newyork,"Cuddling - missed connections"
"HI, VERY NICE MIDDLE AGED GENTLEMAN, LOOKING FOR NICE ASIAN LADIES TO HANG OUT WITH LAUGH AND ROCK N ROLL ALL NIGHT AND PARTY EVERY DAY!!!!",2020-04-28,04abe5640c9154c91df6d5c4d0020dd2,newyork,"ANY NICE ASIAN LADIES - missed connections"
"We both attended group gatherings at a home near Campbell a couple of years ago.  We always hit it off well.  You are a feminine bm.  Me a wm.  You really loved doing me.  Give me some details of the meetings if you want to get together again.",2020-04-28,b81dd47ea3d167d0a065b38b33bd8607,raleigh,"Gatherings near Campbell - missed connections"
"Just like it says looking for a woman to do some laundry and some light cleaning, this is a legit offer got cash and your choice of motivational party favor, I work really hard and I hate doing laundry and I don't feel like I should have to I would rather pay someone to do it,",2020-04-28,77f15f468f171ceeb72f4d257199fc30,pittsburgh,"Looking for a party friendly lady to do some laundry and cleaning..."
"Matured couple in Cary looking for friendly white woman for friendship and fun.We are both in Mid 40's, fun, open minded, friendly and matured.Leave your pictures and cell, if interested. Looking to meet this weekend.",2020-04-28,4d9bb49818cf00c730308cab3d23f439,raleigh,"Looking for Female Companionship! RTP - missed connections"
"You were female and use to help me clean the shift knob in my car. I was very generous to you for that. Can’t get in touch with you. If your still around and see this, get back to me. My shift knob is getting dirty and needs that special cleaning.",2020-04-28,b137bc4358225ec7d54790167f4a70be,newyork,"Lost contact??? Where are you? - missed connections"
"Lonely 38yo female here looking to chat (with men only) during this quarantine. Hopefully meet up after to hang out 724  and see where 249  it goes! Text me if interested  9916! If you messaged me, it won't let me reply. :(",2020-04-28,bd5743aef0dcdc1404a3578e794c0095,pittsburgh,"Lonely cute female looking to chat - missed connections"
"You were a female wearing black tights with your mom today in Lowe’s.   You looked my way and I briefly looked at you but turned away quickly.  Went back to flooring and you were on the phone but would have asked for your number or email!  Tell me what I was wearing or something about me!",2020-04-28,76a5015ab705e396cb7d4734d19fe406,raleigh,"Saw you in Apex Lowe’s at Flooring! - missed connections"
"looking for a fun older girl? that's me tell me your age here –( sunfun294  at g_mal )and i'll send some info......",2020-04-28,c58a7adf7f09e325df94529815e9156b,pittsburgh,"dudes - missed connections"
"I need someone to give me what i need to lift my spirits i need some shards of happiness through the shit day its been if u can make me feel better im yours for the night u can do what ever u want.Not games just fun message me : hot36947 (At) G~mail",2020-04-28,2065aa5e4ec23652970a04f4439ca13e,raleigh,"👨👨👨Discreet Head 4 U👨👨👨 - missed connections"
"Hi, I’m a 40 year old white guy in Raleigh who’s seeking only a special female friend and I miss eating out which is my main thing, I’m looking in the general Raleigh area. Pics upon request",2020-04-28,76a91f5ed9a01787a86be9ddc22693f8,raleigh,"I’m seeking a special female friend - missed connections"
"Need a 4-some for Pinochle sans culottes / ohne Hosen. 3 would do -- that would be 'cut throat'.",2020-04-29,7375876687f3dfba3c7b6d59a142a07a,raleigh,"Quatuor pour la fin de temps - missed connections"
"Bored at home. Looking for old friends I used to have around neighborhood that would have me over for a movie or whatever. 43 here. Let me know about you. Always up for new friends. Male here",2020-04-29,574e1191fde3773d239bd59e1ee6328a,pittsburgh,"Looking for old male friends - missed connections"
"1 train just pre lockdown.  You were pushed up against me in the crush.  You said sorry and I said I didnt mind at all. You laughed and didnt move away when you could have.  Im 70 6' 250 nice belly nice short s&p beard.  You are around 5'6' and I'm guessing 35 to 40 or so.  Was that a wedding band?  I didnt ask.  You said you had to get off at the next stop and I said I was very sorry about that.  Was thinking about you today and thought you never know.  Been a while since a boy got hard rubbing up against me.",2020-04-29,611d8a1e8fceb49e01bffa2e250a2e42,newyork,"You called me Granddad - missed connections"
"You called last week to check up. Made my day. If you ever want to talk or anything, and I mean anything, just send me a odd text. Like an asterisk and I'll know you read this.",2020-04-29,56fd6e411ae76c4dbcb881e08d2deb14,raleigh,"M - missed connections"
"Lol i can show you the ways but you must have honor and discipline now that i got your attention if youre curious or wanna meet up feel free to msg me if ud like.. fiveone27eight fourzero sevennine sevenStay cool.. my dude.",2020-04-29,435342574f797f30450993e4fc21baa6,raleigh,"Chopstick champion-Female - missed connections"
"Hi, looking to chat with with a lady who is coping with boredom in this whole new stay in place ,don't go anywhere thing. Never thought it would come to this. Are you stressed out and wanting a distraction, talk, etc Married or single  Serious replies please and no more picture collectors",2020-04-29,2a4f26fa2713dc49ceaf40fbb2762bd7,pittsburgh,"Coping with boredom - missed connections"
"Hi i am looking for a women who loves to be in nature and want to go for a hike upstate. Its that time of year where nature shows its beautiful colors. It would be a morning to evening trip. If interested please email me. I can pay for your time and its just a hiking trip. I can give you a ride also.",2020-04-29,2776247faf83b0635d77a83b438fb4d0,newyork,"Hiking friend - missed connections"
"I wanted to help you out with your dilemma and be of assistance to you. Get back to me and we can discuss.",2020-04-29,d14333de06ff534353a7b062666c2a3e,newyork,"For the blonde female that needed financial assistance - missed..."
