"location","body","time","title","hash"
"raleigh","I seen you at the ymca an I would like to get to know you","2019-05-24","Woman at the ymca - missed connections","a8dbf340ac41c2bfdcae6417a658dda2"
"pittsburgh","I was pretending to be on my phone but I was looking at you. Would love to meet for a cold drink. Where was I sitting?","2019-05-24","Beautiful girl in yellow dress - missed connections","c3706af5133eb839ccedb3befe10aded"
"newyork","I saw you as soon as you walked in to the building on May 4 with your yellow shirt and white shoes looking like a dream. I'm brown skin thick and curvy with curly hair I had on a black jacket with blue jeans. We kept looking at each other but I would look away because I'm shy. If you see this tell me why we were there.","2019-05-24","To the Tall Dark and Handsome Man of my dreams - missed connections","299ff84f74a03527d492e1bbf33658d5"
"newyork","35 white Male in shape clean looking to meet on beach when I take my walk tonight to be milked clean a must no games for next hr from post","2019-05-24","Walking at riis park. Beach  Rockaway park - missed connections","912d8e2955520825fd50a2fe5eb3568c"
"raleigh","You were a licensed therapist and worked sometimes at Miller-Motte (Cary). Lost touch after you left, would like to catch up again if you're still in the area.","2019-05-24","Missed Massage Therapist - missed connections","ed39c2bac5742997ce215afc1b6d41a8"
"pittsburgh","Happy mother's day. Not sure if you would see this. We met along time ago. At one time your were working at the castle cheese then worked at Ellwood City Hospital. We lost contact. I really wish we didn't. Just a younger guy that thought you were beautiful from Butler.","2019-05-24","Happy mother's day Debbie from Ellwood city - missed connections","a8e3c324240f0ea6d80817cf84ddafe5"
"pittsburgh","Good evening hun. I seen you around 6 inside the beer distributor then you happen to be parked right next to me when I came out. We smiled at each other inside and I thought you were very pretty with a great workout physique. If you live around the area and trying to know each other I'd love to hear from you. I'll be waiting and praying you see this..","2019-05-24","Beer Distributer in Castle Shannon - missed connections","5814f905145598896fd5390791848ac1"
"newyork","...we both got on at 86th and sat across from each other. Both African American, you, female, maybe mid 60's, grey hair, curvy, grey sweats, white running shoes. I was coming from the gym too, all in black, receding grey hairline. We exchanged a few glances and you smiled at me when I got off at 175th. Would you like to work out?","2019-05-24","Going uptown on the C yesterday evening.. - missed connections","9689a4ac4f2ee6cd7bc2c4624a716fbf"
"newyork","Looking for a lady friend to hang out with. Hotwives are welcomed as well!","2019-05-24","30 years old professional male - missed connections","0ab45341b4001befec7a5aed344dd060"
"pittsburgh","Looking for some buds in the morning or sometimes between 5pm and 6 PM. Hmu with stats and locations. Looking to meet at my place","2019-05-24","Robinson/Carnegie for buddy's in the morning or around 5 - missed connections","dc45959fdb3ee7af10d59e78f82703c5"
"raleigh","We were standing next to each other at the game. Exchanged a few words about a play at second base. Coincidence or more?","2019-05-24","State baseball - missed connections","b2172c81494a8bcdafc8a41d14a6b51f"
"newyork","I\u2019m looking to host a male top asap. I\u2019m ready to relieve you in any way you\u2019d like. Feel free to do whatever you want and have me do whatever you want. I\u2019m hosting right now in Port Jefferson Station. Hit me up asap.","2019-05-24","Seeking a top for me to take good care of asap - missed connections","457305c576d84f56fd35a10ffaefa1b5"
"pittsburgh","Looking to pass some time in the rocks.   Always available for lunch.  Looking for a lady to chat with","2019-05-24","Open - missed connections","a7d71a22ec8a997b19b94a8d37b34f35"
"newyork","Selling used undergarments [brief, boy short etc.],pics and videos.And for those of you into feet I supply socks,shoes,tights etc.Serious inquires only\u00a0NO MEETUPS","2019-05-24","selling pics - missed connections","44947ded2c3d1f9ad58a5b0190e4f5ad"
"newyork","We spoke on tinder the last two days and things were going so well... we talked music... and \u201ccompany\u201d LOL which was a hilarious misunderstanding.  My app crashed and when I opened it up, our conversation was gone! I\u2019m super bummed! Tell me something we mentioned in our chat, so I know it\u2019s you!","2019-05-24","Mike - Tinder on the UWS - missed connections","426b2fac697035c7f5bac840a644a813"
"raleigh","185lb White male in shape, looking for mutual MM, Or couples for discreet play during day versatile and open.","2019-05-24","Want to see what happens - missed connections","cf0152d3187f2ee1247a41c000dc4059"
"raleigh","You - hot lineman talking to me in line at the FRESH ice cream store. I wanted you more than I wanted the ice cream. We talked a lot, tell me a few details you told me in the conversation. We can hang out anytime.","2019-05-24","Lineman getting Ice Cream - missed connections","7cb1a56518fda2343903dc479bccc775"
"raleigh","You were our waitress during lunchtime on Friday.  I thought you were just adorable and could not take my eyes off you each time you walked by.  Any chance you\u2019d be interested in some casual fun with an older guy?There were five of us and we sat in a booth \u2013 four guys ordered something similar and one guy ordered something different.  I was the guy that ordered something not like the others.  Do you recall what it was?","2019-05-24","Pretty petite waitress at Bennett Pointe Grill - missed connections","39d088dc65907dd75bf25468f6aee5e2"
"raleigh","You were very friendly and made it a point to wave as you went out the door.  This day in age, it's nice that there are such pleasant people around!    :)","2019-05-24","Friendly lady at DQ - missed connections","868abf2a23a3fd9374261309f75c23e4"
"pittsburgh","Seen you at the airport yesterday. You was looking at me and I believe you winked at me.","2019-05-24","Male looking for airport girl - missed connections","95aa99ad1f2e1099f805a0dc4994c9e3"
"raleigh","You were a mid 40s WF ER nurse at Duke, I use to come over and clean your apartment for you once a week, you always had very specific instructions for my attire as part of my service. I miss that dress up fun.Me Middle aged obedient white man   Lost contact.  Do you still need and want a male maid ?","2019-05-24","ER nurse in Durham I use to clean your Apartment - missed connections","fb317b919b84391bb4fb6952bf15512e"
"pittsburgh","Any females bored at home looking for fun and excitement?Lets chat and see what we can do about that. I'm seeking a female that is able to meet a few times a month, when timeand schedules allow. White D/D free gentlemen here, let me know what you are missing. Maybe we can help put a smileback on each others face.","2019-05-24","Lonely male for lonely female - missed connections","1dcd2afae788af228549c9699d480da4"
"newyork","Were both private about what we do. Two dudes kicking it, doing what we do behind doors. I\u2019m a young dude, fly who drives a black Chrysler.. working and in school. We chill late nights and evenings at my new spot or by you when your fam isn\u2019t around ... I\u2019m 21, cool. Tatted ball playing college cat. Black and rican with the lips and the eyebrows .. drive Uber too","2019-05-24","you have me over late nights, you were a family friend in public. - missed connections","2ca314e09f0d566b8693fba1355d5339"
"raleigh","I am looking for the wonderful gentleman who stopped by the side of the road on Highway 40W just north of the 319 exit to help me change the tire on my car on 5/8/19 around 6pm. The gentleman and his mother stopped and were extremely helpful and polite and generous with their time as they were headed to Greensboro. I even used my athletic training supplies to helped bandage up his hand when he scrapped it trying to remove the carjack from under my car. I feel so stupid for not getting your name, number or any other information so that I could thank you after I processed what was happening.","2019-05-24","Highway 40 Tire Change - missed connections","1685f429eb6480a1397ab83c6e904e0d"
"raleigh","It\u2019s been a couple months. When I first noticed you, you were wearing Donald Duck shorts - which sounds funny, but only you could pull it off. Tall, dark curly hair, amazing body and very handsome. There is something incredibly attractive about you. Your vibe is magnetic and swag is confidently sexy.  We\u2019ve talked a couple times but never gotten each other\u2019s names. We gotta cross paths again before I move.","2019-05-24","AE Finley YMCA Donald Duck shorts - missed connections","f728da2bf537f8d838810e031585f560"
"newyork","okay, i never do this! but i felt like i should have talked to you... and i\u2019m not shy at all, but i thought we could have had a great connection. (i\u2019m the girl with the red leather jacket and glasses)you were reading a book, looked at me a few times and had white sneakers/headphones. we ended up running into each other and walked the same way.\u00a0would love to grab a drink if you\u2019re freeCall/text 9Two9 three8six 9o72","2019-05-24","\u25ba GUY on A TRAIN from 41-LEX to canal\u00a0\u2763\u2022\u2763 - missed connections","aac720e60817303241247227ecc5bf48"
"pittsburgh","Looking for a nice experienced couple to ice skate with.","2019-05-24","Where is the couple that liked too hang out on icey nights - missed connections","d7c00cd95909aac925815e4e36c2cf34"
"pittsburgh","lonely in south hills, any ladies available?","2019-05-24","lonely in south hills, any ladies available? - missed connections","839c3092794b810ee450da3ecaccbf93"
"pittsburgh","Long shot... but Hey Jerry... really miss meeting you... we met when you were attending IUP. Always really enjoyed hanging out with you. Gotta remember banging that huge stick on your steering wheel  LOL   Love to hear from you again.","2019-05-24","Jerry C from IUP - missed connections","a67c3781b3d5cbaf609f859db7c4cfb8"
"pittsburgh","Hi!  I am looking for someone who lives in the Mars/Cranberry area (where I live) or in Westmoreland County (where I work).  I would consider myself attractive, upscale, distinguished gentleman.  I am married with a family, however, not having the time of my life.  I am not looking to change my situation or yours for that matter.  Let's start with coffee and see where it goes.","2019-05-24","Looking for Ms. Fling - missed connections","f2893ca74b82ae8112d1325fd9c97561"
"pittsburgh","Hey looking for some buds for fun in the area. Hmu with where your located and we can go from there","2019-05-24","Looking for buds in the robinson/ Carnegie area - missed connections","0b82200d7af908dbea1d196b5cbb8bad"
"newyork","Looking for fellow Ranger fan.  Would like to get to know you better.","2019-05-24","Looking for Ranger fan Sally at Fulton - missed connections","89788d9ba28c84e32b4c72e079c70885"
"newyork","Today was the 1st time I've ever seen beauty as such in my lifetime. So at 1 p.m. on East 4th street and Avenue D...I couldn't bring myself to introduce myself simply because (1) I know men throw themselves at a women like you every minute and your probably tired of the same old cliche approach. (2) Besides me being shy, i honestly wanted to be different from the norm. I didn't want to approach you with the same lines...i was going to break the Ice by asking how hard is it to be as beautiful as you? We all have issues and insecurities but with you the only insecurity i saw was that your not married. A women such as yourself definitely has the privilege of picking and choosing with whom you want to be with but all things considered, just because a guy is easy on the eyes doesn't mean he has his best interest or intentions at heart...and that would've been my next question to you...if you taken, seeing someone, or involved with someone else, What are their intentions with you? My goal is to marry you and make you my wife,queen of my empire, mother of my children, and a goddess I'll truly worship, cherish, and honor until the end. To help differentiate yourself from any other typical women on East 4th Street and Avenue D, you were walking your dog(*), you talked to 2 older women(*), and talked on the cell phone in front of your building. You also left your building with another gentleman but he seemed of a feminst background. I just want to know what it would be like to receive a phone call from you, to be able to know you like no one else does, and to build a future with you. But of course all if this takes 2 consenting parties. At least you know you have my interest. I'm no secret admirer. I just saw you and may have lost my opportunty to get to know you. You may have saw me...i was in a green shirt, in a work truck outside of 34 Avenue D. I hope you see this. You have tattoos, a design that runs down your right arm, and your nails were done. If anyone from the area knows who she is please inform her that she has the attention of an established gentleman whom solely wants to take her to dinner. My treat. Please be safe beautiful. I hope to see/hear from you.","2019-05-24","Latina Beauty (East 4th Avenue D) - missed connections","13fd6742bd20f87983cdb98f0302081e"
"raleigh","Any ladies in or around Franklin County want to get together today and enjoy ourselves?Let me know and let see what we can work out.","2019-05-24","Franklin County Lady - missed connections","cb8c995216031af1407a0c7b66739fa2"
"pittsburgh","can you be my missed connection - I am a 49 yr old male","2019-05-24","be my missed connection - missed connections","294f6e28131bcc02d0b5ce129fde5927"
"pittsburgh","Hello!A few months ago, we chatted while you were here for work.I really enjoyed it. We chatted briefly when you went back but have lost contact.Would like to chat again if by chance you see this.","2019-05-24","Long Shot. Woman Traveled To Phoenix for Work - missed connections","98d6a681dfb3d476ad14e8677aa6c51c"
"newyork","Clean real guy looking for outgoing fun open to age and race female only","2019-05-24","Clean uncut guy - missed connections","4a050aa63bbec9b179c31fe9c4de9c6c"
"newyork","Hot conductor, only seen you twice, both times on the Oyster Bay line. You have a gray beard and gray hair. I know you saw me. You know exactly who I am. I would love to run into you again. Do not reply unless you are this person or you know who I\u2019m talking about.","2019-05-24","LIRR Conductor - missed connections","c0839f33681c6cbcbe8ab1a5dfeae219"
"raleigh","White sane senior guy here.  Will be overnight in or near Pittsboro, Friday, 31st.    Looking for a dinner/breakfast partner or someone to hang with and share some pleasantries while there.  Over 60  is preferred.","2019-05-24","SEARCHING FOR - missed connections","8b26024b9b66044e19e33044cd0e2337"
"newyork","Offered you a seat on the train this morning, because I thought you were beautiful. You smiled, the train was crowded, no place for small talk. I would love to buy you dinner sometime.","2019-05-24","Pink haired Asian girl with blue contacts on L train this morning - missed connections","9bf2ae9e86c72f2c090053faa89e1538"
"newyork","We rode the train together from Astoria to downtown, I was the guy with a baseball cap and beard sitting across from you. You were a mature and good-looking man, we looked at each other the whole way, maybe we should meet up","2019-05-24","Mature Man on N Train m4m - missed connections","35025701aa1ae5251ebb53694889314d"
"raleigh","We made eye contact a lot on May 4th at the Raleigh Out festival and I wanted to say something to you but each time I got nervous (blondish-brown hair wearing the sex beer rugby shirt).","2019-05-24","Black haired girl, Johnny Cash shirt, and black pants - missed connections","40b58d6017d4dcabe88ab20410ac2d11"
"raleigh","I\u2019ve read plenty of these and always wondered if this actually works. So here is me attempt.  We talked at the front of the store at checkout. You saw me when you walked in and walked out. Our conversation was short however there felt like more was wanted to be said.Here is your opportunity, describe either what I have on or my vehicle I drive. Also tell me what you bought that was in the big box. I hope this isn\u2019t one sided and if it is at least I\u2019ll have my answer.","2019-05-24","Dj at Walmart - missed connections","f3fe9ce1749d091eb4ed4c09e2c9c940"
"pittsburgh","Seeking guy I knew from attending Clarion University (was State College back then!) 1978-79 I lived in girl\u2019s side of Forest Manor freshman dorm - you were on the guy\u2019s side....my name is Chris (Christine).....","2019-05-24","ISO Michael O\u2019Conner - - missed connections","bfa364aea4455b2d6b9854eeff07aacf"
"pittsburgh","You were inside with a young girl, could not stop looking at you, very good looking and would love to meet you. It's a Longshot but I don't know any way to meet you.","2019-05-24","Sheet Saturday around 6pm - missed connections","7d439c74ae164ae423f46892178d7ce4"
"pittsburgh","That bright shirt caught my eye. Not really, that handsome face did. Don\u2019t look so mean, I would love to say hello one day..... :)","2019-05-24","My handsome drive-by - missed connections","d4e4a33e5a395485c8b8161d4e042815"
"newyork","Looking for a cool sexy female to flirt text with and see where ot leads. Need a little adventure especially with good weather. One life lets get a little naughty....","2019-05-24","Female friend flirty - missed connections","f8452f426a141efa8380da264efb1f2c"
"newyork","At 7:30am on Wednesday May 15th, 2019 I was involved in a car accident on Astoria Blvd, near 77th Street just before the exit ramp onto the grand central parkway. I was in a brown jeep which was involved in an accident when I was cut off by a woman in a black Mercedes SUV when she merged illegally over a solid white line and stopped short, leaving me no time to stop. She is refusing responsibility, leaving me with full financial responsibility for the repair even though the accident was caused by her reckless driving. I am hoping to find someone here who perhaps witnessed the accident, either another driver, or someone at the bus stop across the street from the accident location, who would be willing to make a statement for me to help me with the insurance claim. Please let me know if you can help me, I would really appreciate it and it would get me out of a tough spot.","2019-05-24","Need witness to car accident at Astoria Blvd, and 77th Street - missed connections","0ea984373cf81156ce58dd1ddc496ba4"
"raleigh","Gorgeous redhead, leggings, hair tied up, glasses... you complimented me at the gym (water fountain)... I was on my way out, turned, grinned, you too.  See ya again soon?","2019-05-24","should have talked more... - missed connections","a540fc928b7c176b13c4517f61e68988"
"raleigh","I could listen to you carry on about altering your linen drapes all day. You\u2019re such a sexy, cute, sweetheart.","2019-05-24","Blonde at Luyen Tailor Shop - missed connections","607ab989dd210c851d46006cd02f342f"
"raleigh","We met in line this morning and you paid for my order. Just wanted to know that it was super nice and that you're super cute. Not sure if you're single but I didn't see a ring. If you see this reply with something we talked about or if you're on qwikmeet tell me what name you go by.","2019-05-24","Daily Donut - missed connections","d791a1c3596e12ec5bee20920d56e1d0"
"raleigh","We met and I gave you my business card;  you have been to me numerous times in the last year for lumbar manipulation;  email me for an appointment.  I am the tall WM with great hands!  Hope to hear from you.","2019-05-24","Male at FC North Hills - missed connections","0ce203e2372d99ee02237fd9a26ffed9"
"raleigh","Hey...are you local? I was reading by the pool...caught your eyes heading my direction a few times.","2019-05-24","Laying out at Unscripted today, teal one piece - missed connections","b80ea58f05c7be5def5653fcb801dc84"
"raleigh","To the guy in the white SUV who helped my dad out with his car troubles at the intersection of wake union church and Capital Blvd. You are absolutely gorgeous and I would love to take you out for a drink sometime!","2019-05-24","Wake Union Church car troubles - missed connections","44194f6fea65d058d323c55f05ffd083"
"raleigh","Hi! This is the blonde girl u spoke with at the target by southpoint. Should have got your contact so we could have stayed in touch or grabbed coffee!","2019-05-24","girl from target $1 section - missed connections","26853fdfb4b044abe005b3f5d152b430"
"pittsburgh","Just an attractive, smart guy, who wonders if there are any diamonds in the rough here in the CL. I mostly read missed connections for the stories. The trials, the tribulation. Yet often I wonder if there is someone like me, just creeping. I like connecting with people I suppose. Especially with pics included in a private msg. I\u2019ll trade pics. Instagram even. I\u2019ll play that game? Anyone else Want to play? But no weirdos. Jk. All weirdos please.","2019-05-24","Wandering but not lost - missed connections","c7cf1bf28946df951e42e8ee1b87d9f3"
"raleigh","Saw you again, this time near the electronics section and we made eye contact a couple times. By the time I was done talking to the salesperson, you had vanished. Your purple hair is so sexy and I hope see you there again.","2019-05-24","Wal-Mart (Tri-Town) - missed connections","d1df2e164e98d17b2999df058a9a07ee"
"newyork","looking for a bottom who love to take it anon ass up luped I have poppers ii am dom aggressive verb top 8 inch uncut rican cock. fems sissy a plus but not a must.","2019-05-24","looking for anon bottom in midtown 50s married top dom verb rican - missed connections","c1082ebfd46a3a7b3492683ed753e0e4"
"raleigh","We were flirting and racing on 15-501 coming home from work today. You were driving a blue Ford Taurus. That was fun. We should do it again sometime.","2019-05-24","Blonde in Ford Taurus on 15-501 - missed connections","19faa5bacd8a368faa82a679da68a697"
"raleigh","You, late 30's or early 40's man with lots of ink, came into my (29f) workplace last Wednesday evening, and I helped you with a purchase. My new coworker was hanging around, asking questions, and I was dying for a second alone with you. I thought we might have some palpable chemistry. Tell me I was right and the color of your purchase.","2019-05-24","Chemistry at my Workplace last Wednesday - missed connections","c4b3094e6c92277060c002a0d252ee0a"
"pittsburgh","You drove a red car Shelly u still around in Beaver county?  I would like to see you againI hope all is well","2019-05-24","Looking for Shelly or Cristy red car Beaver county - missed connections","0ae19f59576f96b30c0d716c77bc0bd6"
"pittsburgh","Have never posted anything like this before, but You were parked right across fromMe and wow...stunning and hot!  Anyway, just thought I\u2019d let you know..wow!! Sorry was working and should have said hello!  ;-)","2019-05-24","Gorgeous woman in the red jeep - missed connections","7d1765d31ac11017cd34fe8c2350fdcd"
"pittsburgh","Met a lady flagger named Leah (?) working with a pothole repair crew yesterday. You out there? Want to hang sometime? Tell me what my job is and what's good for your hair so I know it's you.","2019-05-24","Cute flagger with road repair crew - missed connections","b1c70bb245a97fc56874f2b01f4db6f0"
"raleigh","What the hell!! I am so close to being over you, are you sure that\u2019s what you want?? -R","2019-05-24","Tom T - missed connections","6f454ac83d1691928ce1b15733b59c53"
"pittsburgh","We met this morning on Fisk St. We were both at work. Wondering if you want to hang out sometime? Tell me what your job is and what's good for your hair so I know it's you.","2019-05-24","Leah - missed connections","ed70161fb1a7aad07e58a325f42f720b"
"pittsburgh","I was in the white pick up behind you as you pumped gas this morning wanted to approach you but didn't know how to. You were in a blue car and I noticed that your finger nails were painted.  You probably won't see this but if you do what color are your nails. Even if you're a woman in the area that would like to chat feel free to email me.","2019-05-24","Beautiful woman at bfs gas station - missed connections","b01f840eaebc899999a00c05796834ca"
"newyork","Hey, met back in June 2018. You drove me around Bushwick area back to my apartment. You were early 20s, had a kid, but was pretty open to flirting back with me. Said you wanted to have fun in the bedroom. Let me know if you are still interested. This is the cute Asian guy. Send your Uber pic so I know it's you.","2019-05-24","Looking for Richard the Uber Driver m4m - missed connections","b9788528eefadb1c0bcccd8956725e74"
"newyork","You seem like someone I'd like to get to know. Your demeanor and voice were very welcoming.  I was able to look into your eyes this past Sunday.  They are beautiful.  I hope this gets to you and you respond.  - A.","2019-05-24","The Other Cat at Crabtree's Kittle House - missed connections","88c5fc2893d098148fc46decb30e696d"
"pittsburgh","Listen up, CL. I know it's a long shot, but by any chance would anyone know Aaliyah (spelled on sound)? This fine curvaceous, thick built, sister (Afro-American), just put all together and beautiful all-around woman,  I met on May 17 at Hotel Indigo, located in the East Liberty Mall. She is totally amazing, to say the least. While I do not wish to put her on 'blast,' but I  didn't step up to ask for her phone number. Either way, Aaliyah if by some outside chance that you would read this post or someone directed you to it, this will be a long shot, but we talked briefly. You said you work in the property management field or something to that effect. I think it was a birthday party, but you looked so wonderfully amazing. Our conversation was one to be remembered. I hope that we may revisit that moment again in a one-on-one setting. You seemed busy with friends. I sense that you wanted to chat longer, but seemed preoccupied. I think if we had a moment over dinner, lunch, or breakfast, I'm sure it would be a win-win for both of us. Please forgive me if this is embarrassing as it is for me too. I have no other way of communicating with you. So, I need the CL readers to help the writer find his missed opportunity.  Aaliyah, I hope you read this post. Hoping to re-connect...","2019-05-24","Hotel Indigo Birthday Party - missed connections","7961c427ea99d5c58ec275d666a6061b"
"pittsburgh","WAS AT A PLACE CALLED THE LINK BAR ABOUT 3 YEARS AGO.NOT OUT HERE,  BUT TALKED AT LENGTH WITH A DUDE BY THE NAME OF STEVEN OR STEVE.THIN BUILD, LONG HAIR WORE IT IN A PONYTAIL AND VERY NICE.BEEN BACK THERE A COUPLE OF TIMES...NEVER SAW HIM AGAIN.JUST A LONG SHOT HERE....BUT IF YOU SEE THIS OR KNOW OF THIS PERSON...PLEASE HAVE THEM CONTACT ME.  LIKE TO HANG AND SAY HELLO AGAIN.HAD TO GIVE THIS A SHOT.THANKS MAN!","2019-05-24","THE LINK..OR MY MISSING LINK! - missed connections","0b6a3781ee3248a70de2a9590166cd63"
"newyork","M4M M4M M4MNice juicy thick chubby boy looking for 420 Friendly for some afternoon nasty fun. Please be attractive and we can exchange pics. Looking to do this this afternoon..if your serious get back to me and please be a FREAKSix four six three five two twenty two fourty seven","2019-05-24","SEXY CHUBBY BOY LOOKING FOR FUN.. - missed connections","69c31314c365f7f7feaf0c7f424fb87a"
"raleigh","So, I'm sure you'll never see this but I might as well try since I'll probably never see you again.We tested a game at Epic yesterday and today (22nd and 23rd) and on the second day we were on the same team. I had a lot of fun and I thought you were really cool and interesting. Maybe we could hang out? Teach me some archery?If you do end up reading this, answer these questions to prove it's you:A. How many eggs do you eat in the morning?B. What did you say a girl dog's name could be?C. What do you do for work?D. What is your name?","2019-05-24","Game test partner - missed connections","8e58779728cb7a98f02b2e45938346b9"
"raleigh","AfternoonHad a flash back,we met about 5 yrs ago.Thanks for all the intense times.Back in the area would like to reconnect but for the original intent we first met.Did enjoy your company,pity things got out of hand.Had a couple of responses please share something only we would knowThanks","2019-05-24","Love to reconnect Australia - missed connections","83d481822eaf951e4c2a680d3787138c"
"raleigh","Hi,Any ladies in Durham Saturday or Saturday night for the ACC Baseball tournament games? Just a fun, easy going guy looking for company at the games or afterwards. Why not add some smiles to the games if your stuck in a life rut or bored with who you're with....","2019-05-24","ACC Baseball Tourney - missed connections","17b32d01670e84c47df64c0cdb024ba8"
"raleigh","We spoke briefly this morning at Home Depot about power tools.  Thanks for the advice on which one to purchase.  Looks like you were carrying around a power tool yourself.  If you need helping hand with it drop me a line.","2019-05-24","We spoke briefly at Home Depot - missed connections","bf46aca9f499fb8c7a2b6afedb32fa19"
"newyork","You stitched up my forehead but also had me in stitches from making me laugh. I was the girl with nice teeth and a 3inch head lac (not to mention blood everywhere). I enjoyed our conversation Saturday morning and I looked forward to seeing you on Tuesday. You were surprised by how much I remembered. Thank you for taking such great care of me and entertaining me in the process. Sutures have never been so fun.","2019-05-24","All stitched up. - missed connections","b2d41bcf36ef19a3aceb63e778c7428e"
"newyork","This late afternoon I was taking a stroll and was a fleeting walkby moment that was quite nice. You seemed to see me and compose yourself and then looked in my eyes for that split second. Its small, but Im confident was a kind of moment. You have light brown hair and great face and physique, walking with your two girlfriends. Wouldnt mind at all getting to know you.","2019-05-24","I kinda melted on Morgan m4f - missed connections","c585a1811f10788617f365a0aeaef4b9"
"newyork","I have to pick up a car and drop off a car in 2 weeks in Virginia near Wash DC.That missed connection girl who was supposed to go backed out. I need a cool co-pilot for the ride, as my Latina missed connection bailed. Be local, Be real. no g-mail, no text. No guys.Roadtrip with cool guy in cool car? Please take her place.....!","2019-05-24","Cute Brunette up for short Roadtrip to Virginia for car swap? - missed connections","f24c5ad496abb663df608bb1fb578013"
"pittsburgh","Georgette worked at a insurance co. in Erie and went to pittsburgh sevearal times years ago and hooked up witth sales men selling office supples she woulld like to hook up agaiin so if any of you old time sales guys remember her get back to me","2019-05-24","GEORGETTE  from ERIE - missed connections","aec00b3b661114779a96b07d0c3d5f28"
"newyork","As weird as this sounds - I visited NYC on business and came across a genuine nice guy. I'm 26 and you are between 25-30. We met in Chelsea - chatted for a while and there was an instant attraction. To make a long story short - we connected and had some amazing sex. I'm back in the city and would like that experience again. Unfortunately - I lost my iPhone in January and didn't have your contact saved so if you believe you are the guy I'm speaking of - feel free to respond to this post. Perhaps with a photo and I'll share mines. I'm 26, thin - 5'8' with small boobs and a big butt. I'm a brunette.","2019-05-24","You Are The Guy I had Passionate Sex With. I'm a Tall/Thin Woman - missed connections","dd4fca80f5daaa90c73e0bb492413d24"
"raleigh","you pulled up near me at a red light and I caught you looking at me. we exchanged smiles and waves. M4M reach out if this is you.","2019-05-24","white van/truck next to me on falls - missed connections","9c3d491e6eff9b31836779ff1f5cd3cf"
"pittsburgh","Trying to reconnect with a male friend Vlad. You live in Bellevue. I would stop by on my way home from work in the late afternoons. I am a male.","2019-05-24","looking for Vlad - missed connections","1944424dbbaf1b1164729b176c1149b9"
"newyork","Wish you would come and visit me again ., we chatted about guy stuff and locker room banter .Send me a message if you see this.","2019-05-24","Adam ..,  fun smart and handsome - missed connections","caaab5019142207eb38321d6f055fa00"
"raleigh","Looking for the lady who stop and talk to me when I was cutting grass. About some ants.. Hope you see this and get back to me.","2019-05-24","the louiseburg lady - missed connections","1f0daff9d14120d8b83a3c6345f0093c"
"newyork","Nsa no recip dd free ub2. U cum u go. I no outside private spot","2019-05-24","Young bbc for now..i have the 20 m4m i owe you bro - missed connections","a7330d6132c5736e1e969a93965bae8c"
"newyork","Hope you remember me, you saw my thick chocolate self walking down 109 and said you had to see more of me and couldn\u2019t believe a guy could have so much thickness. You are such a big stock dude. Come see me","2019-05-24","Thick bttm looking for stocky/built guy I saw the other say - missed connections","a71d5a35177183e34630f63866904c93"
"pittsburgh","Male seeking female in the pittsburgh area who wears dentures. If this is you, please let me know. Please reply with \u201cteeth\u201d so i know you are real.","2019-05-24","Seeking female with dentures - missed connections","2cfaf4b915ee157178649f66f1bf62a7"
"raleigh","Sat next to you at the light.  You had a white CRV and were beautiful.  Email if you would like to get together","2019-05-24","White CRV - missed connections","8a6f5c3bd96bfbfacaec5d4ba57294f2"
"pittsburgh","Remember when you used to come to my place after work? You were only interested in one thing, oral. Me going down on you and/or you on me - or maybe 69. Sometimes we'd have a drink and talk before you lifted your skirt to show me your pretty panties or started rubbing me through my pants... Wow, I miss that. I've moved to another area but I'm still on your way home. I'd love for you to start coming by again.","2019-05-24","You Made Such Yummy Noises - missed connections","602a238bc757b5aa9372bafa51adc4a6"
"newyork","I miss you more than you can imagine. It\u2019s been an eternity since we last talked and hardly a day goes by when I don\u2019t think of you. I\u2019m sorry I was a selfish boyfriend. I\u2019m sorry I was distant. I\u2019m sorry I wasn\u2019t the person you deserved. I think we were right to break up, but that doesn\u2019t mean I can\u2019t miss you terribly.As much as it takes the wind out of me to know that you\u2019re dating someone else, you look so happy and that makes me happy.","2019-05-24","Dear C - missed connections","b66e99e759a5d3d8054551dff084a516"
"pittsburgh","Hey,Wanna get between sheets and dirnk some cappuccino :)Jones","2019-05-24","Shadyside ---I saw you--- For tonight Only - missed connections","9ff46f12eec097c2d3ff1a5b7c964d24"
"raleigh","We meet on Tinder and you\u2019re in to daddy/daughter role play.  You work in Cary and we\u2019ve played in Willow Spring.I lost your contact and tried to reach out but haven\u2019t heard from you.I\u2019m an attractive MWM and you\u2019re a super sexy SWF.","2019-05-24","Daddy\u2019s Little Girl - M4W - missed connections","c4eb0c94b44d59927d31abf1f101550d"
"pittsburgh","Update:  Thought I found you but I was wrong :(Still looking!We use to meet for drinks and then to your place in Warendale to chill and watch movies. Hopefully you still read these...enjoyed the get togethers and our nice bond and connection we made. You: reddish brown hair in your mid 40's. Me: mid 50's WM and  mostly separated now. I'm still in Cranberry. Lost your contact # and miss us!","2019-05-24","Missing my tatted thick girl. - missed connections","283a255ab26585f29b444d6eb226466a"
